author,title,text,tags,isbn,isbn13
Nicholas Delbanco,"The Art Of Youth: Crane, Carrington, Gershwin, And The Nature Of First Acts","A writer, a painter, a composer. Two of them famous; the third not so much. All died before age 40, leaving masterpieces of art (well, the writer and composer anyway!). Nicholas Delbanco says that Stephen Crane, Dora Carrington and George Gershwin had certain characteristics in common as young creators: All were energetic, exuberant, passionate about their art and received early attention and praise. The book has an academic feel, with literary quotations and helpful analysis. I was moved, thinking about such disparate talents and ambitions emerging in a blaze, then, sadly, dying before their talents could mature.","[biography-and-memoir, science-and-society, for-history-lovers, the-dark-side, npr-staff-picks, for-art-lovers]",0544114469,9780544114463
Elizabeth Strout,The Burgess Boys: A Novel,"A dirty little secret of being an NPR host (OK, for me anyway) is that we read what we <em>have</em> to read, not necessarily what we <em>want</em> to read. But when I saw that Elizabeth Strout had something new, I put it on my personal reading list and devoured it in every spare minute I had. <em>The Burgess Boys</em> is set in Maine and is about two brothers who are bonded by a childhood tragedy. They've each grown up and more or less recovered, but they live very separate lives, until they reluctantly go back home to help a nephew who has been accused of a hate crime. If you have difficult relations with a sibling, if you have ever wondered why a seemingly nice kid does something hurtful and mean, if you've ever had an internal struggle about new people in your neighborhood ... this book offers a gentle but clear-eyed way of thinking about those things.","[npr-staff-picks, realistic-fiction, family-matters, book-club-ideas]",1400067685,9781400067688
Edwidge Danticat,Claire Of The Sea Light,"Claire lives in a village by the sea with her beloved father. Every year on her birthday they visit the grave of her mother, who died giving birth to Claire. But on her seventh birthday, Claire runs away when she realizes that her father, fearing he cannot take care of her, is finalizing plans to give her away to a wealthy woman whose own child was killed in an accident. Claire's disappearance is the catalyst for a series of interlocking stories about the hidden lives and loves of the people in this Haitian village. From the fisherman's hut by the sea to the hillside homes of the rich, this is a revealing portrait that mixes a touch of magic with the tough reality of life in Haiti.","[npr-staff-picks, realistic-fiction, tales-from-around-the-world, family-matters, the-dark-side, book-club-ideas]",030727179X,9780307271792
Sam Wasson,Fosse,"I grew up during the golden era of Broadway choreography, enamored of Michael <em>A Chorus Line</em> Bennett's leaps and extensions, Gower <em>42nd Street</em> Champion's production number overkill and Jerome <em>West Side Story</em> Robbins' storytelling ballets. But no one fired my imagination like Bob Fosse, whose bumping, grinding, undulating dancers in <em>Sweet Charity,</em> <em>Pippin</em> and <em>Chicago</em> often seemed to be all elbows, shoulder rolls and cocked bowler hats. Sam Wasson's <em>Fosse</em> tells us how his early days in burlesque (he was performing on the same stage as strippers from the age of 15) informed his choreography, and why the women he cheated on &mdash; most especially his wife and muse Gwen Verdon &mdash; stuck with him as he was razzle-dazzling every skirt on Broadway and in Hollywood. It's filled with the kind of inside detail that comes of substantial research, and vivid descriptions that turn that research into a sort of movie in your head.","[npr-staff-picks, biography-and-memoir, its-all-geek-to-me, rather-long, for-history-lovers, seriously-great-writing, for-art-lovers]",0547553293,9780547553290
Goli Taraghi,The Pomegranate Lady And Her Sons: Selected Stories,"I have met the pomegranate lady, and you may have as well. If you've ever made a disarmingly intimate connection with a stranger while traveling, you've had the experience. Connections and dislocations drive the characters in these stories: dislocations of place -- exiles who end up in Paris, but never really leave Iran behind, and dislocations of time -- elites who preserve a bubble of the ""old,"" secular, drinking, partying Iran -- upon which modern, revolutionary Iran intrudes, with tragic-comedic results. Constantly moving between cultures is not easy on these individuals -- but perhaps because of that, it reveals so much raw humanity, both cruelty and compassion.","[realistic-fiction, poetry, npr-staff-picks, tales-from-around-the-world]",039306333X,9780393063332
"Habeeb Salloum, Muna Salloum, Leila Salloum Elias",Sweet Delights From A Thousand And One Nights: The Story Of Traditional Arab Sweets,"Bake baklava? Forget it. Mine always comes out gummy and sodden, unlike the crisply perfumed trays I get UPS'd from Detroit's <a href=""http://www.shatila.com/"" target=""_blank"">Shatila Bakery</a>. (There, now you have my best dinner party secret.) That unctuous alchemy of nuts and honey dates from the 10th century, when princes and caliphs wrote cookbooks, sometimes in rhyme. Habeeb, Muna and Leila Salloum's recipes stretch from the Gulf States to the Levant to North Africa and include both contemporary and historical versions (although sheep fat is thankfully replaced by butter). They also trace the DNA of Arab sweets in food from around the world, including cannoli, <em>tres leches</em> cake and ice cream cones.","[cookbooks-and-food, science-and-society, for-history-lovers, npr-staff-picks, tales-from-around-the-world]",1780764642,9781780764641
Alaya Dawn Johnson,The Summer Prince,"In a far-future, post-nuclear-apocalypse Brazil, artist June and her best friend, Gil, find their lives upended when Gil falls in love with their city's newly elected Summer King, Enki. Yes, it's a post-apocalyptic, slightly dystopian teen love triangle, but with a twist: Our heroine becomes the third wheel in a sensitively depicted romance between her two male friends. And the antagonists in the city's ossified government aren't entirely unsympathetic. <em>The Summer Prince</em> is that rare young adult title that's comfortable with ambiguity and nuance &mdash; bolstered with solid world-building and well-seasoned with tropical rhythms.","[young-adult, tales-from-around-the-world, science-fiction-and-fantasy, npr-staff-picks, its-all-geek-to-me, love-stories]",0545417791,9780545417792
Allen Salkin,From Scratch: Inside The Food Network,"Do you like food? Do you like gossip? Do you like TV? Terrific. Fire up the slow cooker and open up a copy of Allen Salkin's <em>From Scratch: Inside the Food Network.</em> It's the behind-the-scenes story of the birth of the network that served up stars like Emeril Lagasse, Bobby Flay, Rachael Ray and the notorious Paula Deen. Sure, it's bursting with juicy bits &mdash; the spliced-in porn on <em>Too Hot Tamales,</em> Rachel Ray almost burning down Emeril's set &mdash; but it's also the story of how cooking shows went glam, from PBS on weekend mornings all the way to Giada's lustrous locks and Paula's butter balls. Bonus: It's a fascinating primer on the pioneers of early cable television.","[cookbooks-and-food, science-and-society, npr-staff-picks]",0399159320,9780399159329
Mohsin Hamid,How To Get Filthy Rich In Rising Asia,"This novel, by Mohsin Hamid, employs the conceit of a how-to book for South Asians. Its exemplar is a country boy on the make, a serious character whose essence remains his own yet who stands as a figure representative of his time and place. Each of the chapter titles offers a sometimes straightforward, sometimes ironic imperative. ""Move to the City."" ""Get an Education."" ""Don't Fall in Love."" ""Learn from a Master,"" and so forth. Given the unabashed gimmickry of Hamid's how-to design, it's a wonderful surprise to find his book so engaging.","[realistic-fiction, tales-from-around-the-world, book-club-ideas]",1594487294,9781594487293
Tash Aw,Five Star Billionaire: A Novel,"Five people make the journey from Malaysia to Shanghai. One is a rising pop star; another, a businesswoman with a surprising past. There's the country girl determined to make good in the city, and the wealthy boy trying to discard a family legacy. They all sound like archetypes you've met before, but the subject of this wonderful novel isn't really any of them &mdash; it's the booming city of Shanghai, and the questions it poses to those who move there: In a city of more than 20 million, what do you have to do to stand out, and in the end, do you really want to?","[realistic-fiction, tales-from-around-the-world, book-club-ideas]",0812994345,9780812994346
David Rakoff,"Love, Dishonor, Marry, Die, Cherish, Perish: A Novel","David Rakoff's posthumous first novel, written in rhyming verse that's more akin to Dr. Seuss than T.S. Eliot, is a seductive heartbreaker. Its 12 cleverly connected vignettes span much of the 20th century and are filled with the sly, sharp social commentary that made him a perennial favorite on <em>This American Life.</em> Spinning rhymes like ""San Francisco"" and ""Crisco,"" ""paradise"" and ""pubic lice,"" and ""Christian Lacroix"" and ""bourgeois"" while dying at 47 from cancer, Rakoff infused <em>Love, Dishonor, Marry, Die, Cherish, Perish</em> not just with his withering wit but with a piercing, wistful appreciation for life, love and art.","[realistic-fiction, poetry, love-stories, seriously-great-writing, rather-short, book-club-ideas, historical-fiction]",038553521X,9780385535212
Tim Leong,Super Graphic: A Visual Guide To The Comic Book Universe,"Infographics, which utilize eye-popping design to convey data with cleverness and clarity, are, let's admit, a fairly nerdy pursuit already. Tim Leong takes the whole thing several steps further, creating flat-out beautiful charts and diagrams to quantify and calibrate the chaotic world of superhero culture with wit and ruthless efficiency. (""A Venn Diagram of Superhero Comic Tropes,"" for example, reveals the five heroes and one villain who exist at the nexus of Cape, Tragically Dead Parents, and Underwear on the Outside.) Hugely fun, and impeccably done.","[comics-and-graphic-novels, its-all-geek-to-me, science-fiction-and-fantasy, rather-short, funny-stuff, eye-opening-reads, for-art-lovers]",1452113882,9781452113883
Susan Choi,My Education,"<em>My Education</em> can be roughly described as an academic novel, but unlike many books in that category, it's thrilling and edgy. There's no school song here, and nobody sits in a study sipping sherry. Instead, Susan Choi's main character, graduate student Regina Gottlieb,  falls madly in love with her sexy professor's gorgeous wife, and they begin an affair that becomes all-consuming, causing Regina to completely lose interest in everyone and everything else &mdash; including her studies. Choi writes evocatively and excitingly about passion, and equally so about youth &mdash; that fleeting, fascinating and all-too-recognizable time of life.","[realistic-fiction, love-stories, lets-talk-about-sex, seriously-great-writing, book-club-ideas]",0670024902,9780670024902
Marie Arana,Bolivar: American Liberator,"He was born into a fabulously wealthy family in 1783. He drove the Spanish monarchy out of Venezuela, Colombia, Panama, Ecuador, Bolivia and Peru. He loved Voltaire and Montesquieu; he died at 47, impoverished and exiled; he inspired generations of dictators and democrats. In Marie Arana's hands, the life of Simon Bolivar is a rousing adventure, fit for the big screen &mdash; a drama of military triumph and Enlightenment ideals blemished by brutal authoritarianism. Popcorn not included.","[science-and-society, tales-from-around-the-world, biography-and-memoir, for-history-lovers, rather-long]",1439110190,9781439110195
Ayana Mathis,The Twelve Tribes Of Hattie,"<p>Ayana Mathis' debut novel lays out the lives of the Shepherd family -- two parents and nine children, each drawn with tenderness and complexity. Hattie and August move to Philadelphia from Georgia in 1923, during the Great Migration of African-Americans. The characters face gritty realities, but the author crafts their stories with pitch-perfect authority and grace. Her language manages to be both luminously metaphorical and down to earth. One tidbit: Franklin, an alcoholic seaman in 1969 Vietnam, recalls, ""the seawater was syrup on my body."" Does a much-talked-about book (an Oprah pick) deserve the ballyhoo? In this case, yes.</p><p><em>Some books from December 2012 were published too late to make it on last year's roundups; they were considered as candidates this year.</em></p>","[realistic-fiction, for-history-lovers, eye-opening-reads, book-club-ideas, seriously-great-writing, historical-fiction, family-matters]",0307949702,9780307949707
Chimamanda Ngozi Adichie,Americanah: A Novel,"A terrifically thought-provoking and entertaining novel &mdash; the author's fourth work of fiction and third novel, it features Ifemelu, a young Nigerian woman who comes to the U.S. to attend college and stays for a number of years, leaving her boyfriend, Obinze, behind in Lagos. As a ""Non-American Black,"" Ifemelu has a unique take on what she calls Racial Disorder Syndrome, which she writes about in her extremely popular blog, Raceteenth. Chimamanda Ngozi Adichie has described her novel as being about love, hair (it opens in a hair-braiding salon in Trenton, N.J., far from the bucolic Princeton where Ifemelu lives), and race. And nobody's written about race in America in quite the way Adichie has, offering readers much to ponder.  Book groups will find this to be a great choice &mdash; and don't miss the author's wonderful <a href=""http://www.ted.com/talks/chimamanda_adichie_the_danger_of_a_single_story.html"" target=""_blank"">TED</a> and <a href=""http://www.youtube.com/watch?v=hg3umXU_qWc"" target=""_blank"">TEDx</a> talks.","[realistic-fiction, love-stories, tales-from-around-the-world, book-club-ideas, rather-long]",0307271080,9780307271082
George Saunders,Tenth Of December: Stories,"George Saunders continues to reinvent the short story in this rambunctious and compassionate fourth collection. He offers wildly absurd tales like ""The Semplica Girl Diaries,"" in which ""SGs"" are trophy acquisitions, live lawn ornaments of young women from places like Laos and Somalia, and ""Escape from Spiderhead,"" in which a young inmate finds a way out of experiments triggering faux lust and despair. And he captures the strange flow of our disjointed times in tales of a teenage girl threatened with violence and a cancer patient intent on suicide who finds his life spirit uncannily rekindled. The artist's job, <a href=""http://www.newyorker.com/online/blogs/books/2012/10/this-week-in-fiction-george-saunders.html"" target=""_blank"">Saunders has said</a>, is to be ""a conduit to mystery."" Job well done.","[poetry, the-dark-side, seriously-great-writing, funny-stuff, seriously-great-writing, book-club-ideas]",0812993802,9780812993806
Ruth Ozeki,A Tale For The Time Being,"A novelist named Ruth finds the diary of a Japanese schoolgirl, washed up in the wake of the tsunami and the Fukushima disaster, on the beach of her island home in British Columbia. Several lives become entangled in a dreamlike way as this exquisitely composed novel unfolds.","[realistic-fiction, tales-from-around-the-world, for-history-lovers]",0670026638,9780670026630
Stanley Crouch,Kansas City Lightning: The Rise And Times Of Charlie Parker,"Good artists make good art; great artists change the way we think and talk about it. Charlie Parker was great, and his effect on jazz was so incredible and outsize, it's easy to forget that he was only 34 when he died. <em>Kansas City Lightning,</em> by esteemed cultural critic Stanley Crouch, isn't just a biography of Parker; it's also a history of one of the most important times in American music. Crouch's prose is, as usual, perfect &mdash; it takes a genius to write about one, perhaps, and <em>Kansas City Lightning</em> is a thoughtful, generous look at one of the country's most important artists.","[biography-and-memoir, for-history-lovers, for-art-lovers]",0062005596,9780062005595
"Yotam Ottolenghi, Sami Tamimi",Ottolenghi: The Cookbook,"Following the success of <em>Jerusalem</em> and <em>Plenty,</em> Yotam Ottolenghi's signature cookbook, originally published in England in 2008, is finally available in a U.S. edition. I rate cookbooks on their IQs &mdash; that's Irresistibility Quotients, or the proportion of recipes I can't wait to make &mdash; and Ottolenghi's brightly flavored, glistening Mediterranean-Israeli-Arab-inflected recipes score high. How's this for mouthwatering: ""Cauliflower and cumin fritters with lime yogurt,"" ""Turkey and corn meatballs with roasted red pepper sauce"" and ""Apple and olive oil cake with maple icing""?","[cookbooks-and-food, tales-from-around-the-world]",160774418X,9781607744184
John Bradshaw,Cat Sense: How The New Feline Science Can Make You A Better Friend To Your Pet,"I gave this book to every cat-loving friend of mine this year, and to judge by the number of times they've quoted it back to me, <em>Cat Sense</em> is an indispensable addition to the cat-lore canon.  Even if it did make me feel guilty about having three cats: Did you know most cats really prefer to be alone?  <em>Cat Sense</em> is jam-packed with fascinating (and contrarian) tidbits like that, covering everything from why cats purr to why they bring us dead things &mdash; and why we keep them around, even though their original purpose as mousers is mostly obsolete.  Obligatory cat pun coming up ... this book is a purrfect gift for the cat lady or cat dude in your life.","[science-and-society, npr-staff-picks, eye-opening-reads]",0465031013,9780465031016
Kate Atkinson,Life After Life,"Ursula Todd is born, lives and dies, and then repeats the process over and over, as even the smallest choices change her fate completely (or not). <em>Life After Life</em> is dark and funny and suspenseful and sad all at the same time. You'll never think of the Spanish flu the same way again.","[npr-staff-picks, historical-fiction, science-fiction-and-fantasy, for-history-lovers, tales-from-around-the-world, the-dark-side, rather-long, book-club-ideas, seriously-great-writing]",0316176486,9780316176484
James McBride,The Good Lord Bird,"You may know the story of John Brown's unsuccessful raid on Harpers Ferry, but author James McBride's retelling of the events leading up to it is so imaginative, and at times comic, you'll race to the finish. The tale is told by a young slave from the Kansas Territory, Henry Shackleford, who's around 12 when he's freed by Brown &mdash; who mistakes him for a girl. It's an error that goes uncorrected, and Henry, dubbed ""Little Onion"" by his new companion, finds the disguise useful as he travels with Brown and his men. Onion meets more than one historical character on his journey &mdash; there's even an outlandish vignette starring a drunken Frederick Douglass. But through Onion's eyes, it's the famed abolitionist he calls ""Old Man"" who really comes alive &mdash; radical and obsessive, and ultimately doomed. </p><p><em>This book was also the winner of the 2013 National Book Award for fiction.</em></p>","[realistic-fiction, for-history-lovers, book-club-ideas, historical-fiction, npr-staff-picks, seriously-great-writing]",1594486344,9781594486340
Paul Rudnick,Gorgeous,"As a writer who knows just how much sweat goes into making even a single joke flow from the page, I can only step back in admiration when someone writes an entire book that makes me laugh my head off. <em>Gorgeous</em> is bizarre, improbable and utterly hilarious, which Paul Rudnick pulls off with the did-he-really-do-that? flair of one of the designer dresses lovingly strewn across these pages. And yet, even choking on various warm beverages did not prevent me from rooting for Becky Randle, who discovers that magically becoming the most beautiful girl in the world doesn't fix her life after all.","[young-adult, funny-stuff]",0545464269,9780545464260
Lucy Knisley,Relish: My Life In The Kitchen,"Lucy Knisley's comic memoir <em>Relish</em> contains a series of stories from her life in the culinary world interspersed with some of her favorite recipes, all of it lovingly illustrated and annotated in her bright, cartoony style. That style is key to the book's appeal, because Knisley isn't a food hipster &mdash; she's a food nerd. Which is to say: She doesn't lecture; she enthuses. <em>Relish</em> isn't an excuse to lord her expertise over others. It's a means to connect with them, to get them to understand why she loves what she loves &mdash; and, maybe, to get them to love it, too.","[comics-and-graphic-novels, cookbooks-and-food, biography-and-memoir, rather-short, funny-stuff]",1596436239,9781596436237
Isabel Greenberg,The Encyclopedia Of Early Earth: A Graphic Novel,"Not so much an encyclopedia as a compendium of funny, sad and surprisingly moving fables from the pre-history of the world, featuring capricious bird-gods, feckless shamans, daring quests and, of course, unrequited love. Isabel Greenberg's hugely imaginative and sardonically funny mythscapes intersect biblical tales at oblique angles, and her bold visual style captures everything from the most astonishing spectacle (i.e., the roiling chaos of world-creation) to the achingly small and human (i.e., a disapproving glance) with wit and expressiveness.","[comics-and-graphic-novels, love-stories, science-fiction-and-fantasy, funny-stuff, rather-short, seriously-great-writing, for-art-lovers, the-dark-side]",0316225819,9780316225816
Jincy Willett,Amy Falls Down: A Novel,"In this humorous sequel to <em>The Writing Class</em> (but it's not at all necessary to read it first), Amy Gallup (who taught the aspiring would-be authors in the previous novel) is still in the midst of a long writer's block. Early in the morning on the day that she's expecting a visit from a journalist doing a ""where are they now"" story on once well-known writers, she stumbles while walking in her garden and hits her head on a concrete birdbath. After the fall (of which Amy has no recollection), her entire personality undergoes a major alteration and, as a result of the interview, she becomes the toast of literati everywhere.  Her experiences at writing conferences, academic forums, and meetings with fans are hilarious to read about but sadly all too true. I found myself laughing out loud and nodding in full agreement with much of what Amy says. And if you enjoy this, don't miss Jincy Willett's equally sharp and pointed first novel, <em>Winner of the National Book Award.</em>.","[realistic-fiction, funny-stuff]",1250028272,9781250028273
Nikki Giovanni,Chasing Utopia: A Hybrid,"At 70 years old, poet Nikki Giovanni is loved around the world for her beautiful writing about home, family and food. <em>Chasing Utopia</em> sounds existential and distant, but the title actually refers to her very real search for an exclusive &mdash; an elusive &mdash; beer. I love that she keeps some humor in the book of poetry and essays, even as she says her mother's death allowed her to dig deep into the dark parts of her past. My favorite poem in the book is ""Podcast for Bicycles,"" which you'll love even if you didn't major in English.","[poetry, npr-staff-picks, rather-short, seriously-great-writing]",0688156975,9780688156978
Brian Kimberling,Snapper,"Humor, tragedy and beautiful writing mark this series of stories chronicling events in the first three decades or so of professional bird-watcher Nathan Lochmueller's life. Here's a good example of his prose, in which Lochmueller compares the ovenbird with the Kentucky warbler: ""The Kentucky warbler is more sadistic [than the ovenbird]. She doesn't feign injury, but she leads you away from the nest until you are ankle deep in mud or rattlesnakes or both."" The cumulative effect of these stories is the realization that although we don't always get what we want, we somehow end up wanting the things we've gotten. Hey, isn't there a Rolling Stones song that says much the same thing?","[realistic-fiction, love-stories, funny-stuff, seriously-great-writing, book-club-ideas, poetry]",0307908054,9780307908056
Louisa Shafia,The New Persian Kitchen,"The rise of Middle Eastern cookbooks in the last decade has benefited few cuisines more than that of Iran. Once-scarce ingredients like pomegranates and sumac are now relatively simple to source, and Louisa Shafia's fresh, streamlined compositions spill over with bright and sour notes. You can protest, and you can try to refuse, but I bet in the end you will not be able to leave even one piece of lamb pomegranate-walnut kebab aside for tomorrow.",[cookbooks-and-food],1607743574,9781607743576
